"stateFIPS","countyFIPS","fullFIPS","state","county","violentcrime_incidentsper100000_pop","violentcrime_incidents_pop","violentcrime_totalpopulation_pop","violentcrime_incidenttopopulationratio_pop"
"01","047","01047","AL","Dallas County",924.56116843,379.5,41046.5,0.00924561168430926
"01","049","01049","AL","DeKalb County",312.33068808,196,62754,0.00312330688083628
"01","051","01051","AL","Elmore County",238.67666368,194.5,81491,0.00238676663680652
"01","053","01053","AL","Escambia County",446.24531575,168.5,37759.5,0.00446245315748355
"01","055","01055","AL","Etowah County",603.96261974,618.5,102407,0.00603962619742791
"01","057","01057","AL","Fayette County",,,,
"01","059","01059","AL","Franklin County",264.23443643,83,31411.5,0.00264234436432517
"01","061","01061","AL","Geneva County",413.57112113,110.5,26718.5,0.00413571121133297
"01","063","01063","AL","Greene County",669.34404284,55,8217,0.00669344042838019
"01","065","01065","AL","Hale County",208.55807264,29,13905,0.00208558072635743
"01","067","01067","AL","Henry County",197.37229718,33.5,16973,0.00197372297177871
"01","069","01069","AL","Houston County",487.78848416,508,104143.5,0.00487788484158877
"01","071","01071","AL","Jackson County",316.98494808,163,51422,0.00316984948076699
"01","073","01073","AL","Jefferson County",872.75002018,5622.5,644228,0.00872750020179191
"01","075","01075","AL","Lamar County",162.21172156,23,14179,0.00162211721560054
"01","077","01077","AL","Lauderdale County",268.60320916,248,92329.5,0.00268603209158503
"01","079","01079","AL","Lawrence County",260.45300219,84,32251.5,0.00260453002185945
"01","081","01081","AL","Lee County",415.63740099,652,156867.5,0.00415637400991282
"01","083","01083","AL","Limestone County",160.12374188,147,91804,0.00160123741884885
"01","085","01085","AL","Lowndes County",671.01922379,55.5,8271,0.00671019223793979
"01","087","01087","AL","Macon County",734.31241656,137.5,18725,0.00734312416555407
"01","089","01089","AL","Madison County",610.72315915,2154.5,352778.5,0.00610723159149438
"01","091","01091","AL","Marengo County",449.41524948,88,19581,0.00449415249476533
"01","093","01093","AL","Marion County",295.8973336,89,30078,0.00295897333599308
"01","095","01095","AL","Marshall County",286.26908241,272,95015.5,0.00286269082412869
"01","097","01097","AL","Mobile County",548.14738002,2273,414669.5,0.00548147380021921
"01","099","01099","AL","Monroe County",492.30914187,104.5,21226.5,0.00492309141874544
"01","101","01101","AL","Montgomery County",531.7145579,1200,225685,0.005317145579015
"01","103","01103","AL","Morgan County",180.73324863,215.5,119236.5,0.00180733248627727
"01","105","01105","AL","Perry County",381.4147018,22,5768,0.00381414701803051
"01","107","01107","AL","Pickens County",166.21551028,35,21057,0.00166215510281617
"01","109","01109","AL","Pike County",564.40203486,187.5,33221,0.0056440203485747
"01","111","01111","AL","Randolph County",196.49835515,44.5,22646.5,0.00196498355154218
"01","113","01113","AL","Russell County",504.99623939,305.5,60495.5,0.00504996239389707
"01","115","01115","AL","St. Clair County",299.39947706,260.5,87007.5,0.00299399477056576
"01","117","01117","AL","Shelby County",263.62287755,418.5,158749.5,0.0026362287755237
"01","119","01119","AL","Sumter County",435.48017419,57,13089,0.0043548017419207
"01","121","01121","AL","Talladega County",468.57277443,378,80670.5,0.00468572774434273
"01","123","01123","AL","Tallapoosa County",638.9143409,258,40381,0.006389143409029
"01","125","01125","AL","Tuscaloosa County",401.7177234,819,203874.5,0.00401717723403368
"01","127","01127","AL","Walker County",449.85017832,292,64910.5,0.00449850178322459
"01","129","01129","AL","Washington County",243.10453495,40.5,16659.5,0.00243104534950029
"01","131","01131","AL","Wilcox County",644.66684699,71.5,11091,0.00644666846993057
"01","133","01133","AL","Winston County",107.48016191,23.5,21864.5,0.00107480161906286
"02","013","02013","AK","Aleutians East Borough",,,,
"02","016","02016","AK","Aleutians West Census Area",294.61756374,13,4412.5,0.00294617563739377
"02","020","02020","AK","Anchorage Borough",1006.6571953,3022,300201.5,0.0100665719525052
"02","050","02050","AK","Bethel Census Area",,,,
"02","060","02060","AK","Bristol Bay Borough",0,0,907.5,0
"02","068","02068","AK","Denali Borough",,,,
"02","070","02070","AK","Dillingham Census Area",,,,
"02","090","02090","AK","Fairbanks North Star Borough",,,,
"02","100","02100","AK","Haines Borough",155.82391897,4,2567,0.00155823918971562
"02","105","02105","AK","Hoonah-Angoon Census Area",,,,
"02","110","02110","AK","Juneau Borough",714.15574964,235.5,32976,0.00714155749636099
"02","122","02122","AK","Kenai Peninsula Borough",,,,
"02","130","02130","AK","Ketchikan Gateway Borough",358.29234226,29.5,8233.5,0.00358292342260278
"02","150","02150","AK","Kodiak Island Borough",,,,
"02","158","02158","AK","Kusilvak Census Area",,,,
"02","164","02164","AK","Lake and Peninsula Borough",,,,
"02","170","02170","AK","Matanuska-Susitna Borough",,,,
"02","180","02180","AK","Nome Census Area",,,,
"02","185","02185","AK","North Slope Borough",809.23663729,78.5,9700.5,0.00809236637286738
"02","188","02188","AK","Northwest Arctic Borough",,,,
"02","195","02195","AK","Petersburg Census Area",411.13219481,13,3162,0.00411132194813409
"02","198","02198","AK","Prince of Wales-Hyder Census Area",,,,
"02","220","02220","AK","Sitka Borough",100.63174372,9,8943.5,0.00100631743724493
"02","230","02230","AK","Skagway Municipality",372.09302326,4,1075,0.00372093023255814
"02","240","02240","AK","Southeast Fairbanks Census Area",,,,
"02","261","02261","AK","Valdez-Cordova Census Area",315.58504612,19.5,6179,0.00315585046123968
"02","275","02275","AK","Wrangell City",0,0,2380,0
"02","282","02282","AK","Yakutat Borough",,,,
"02","290","02290","AK","Yukon-Koyukuk Census Area",,,,
"04","001","04001","AZ","Apache County",108.96799672,78.5,72039.5,0.00108967996724019
"04","003","04003","AZ","Cochise County",333.03112998,365.5,109749.5,0.00333031129982369
"04","005","04005","AZ","Coconino County",357.25313629,497.5,139257,0.00357253136287583
"04","007","04007","AZ","Gila County",574.25517398,303,52764,0.00574255173982261
"04","009","04009","AZ","Graham County",108.85999395,36,33070,0.00108859993952223
"04","011","04011","AZ","Greenlee County",40.783034258,4,9808,0.000407830342577488
"04","012","04012","AZ","La Paz County",264,49.5,18750,0.00264
"04","013","04013","AZ","Maricopa County",408.91278239,17044,4168126,0.00408912782387097
"04","015","04015","AZ","Mohave County",221.32486208,444.5,200836,0.0022132486207652
"04","017","04017","AZ","Navajo County",280.6343814,304,108326,0.0028063438140428
"04","019","04019","AZ","Pima County",470.11635898,4761,1012728,0.00470116358982866
"04","021","04021","AZ","Pinal County",220.88403588,884,400210,0.00220884035881162
"04","023","04023","AZ","Santa Cruz County",140.32005827,65.5,46679,0.00140320058270314
"04","025","04025","AZ","Yavapai County",299.58178042,526.5,175745,0.00299581780420496
"04","027","04027","AZ","Yuma County",330.44589467,677.5,205026,0.00330445894667018
"05","001","05001","AR","Arkansas County",472.89628709,87.5,18503,0.0047289628708858
"05","003","05003","AR","Ashley County",320.91965034,67,20877.5,0.00320919650341277
"05","005","05005","AR","Baxter County",182.38793547,74.5,40847,0.00182387935466497
"05","007","05007","AR","Benton County",274.52575313,661.5,240961,0.00274525753130175
"05","009","05009","AR","Boone County",551.20743862,206,37372.5,0.00551207438624657
"05","011","05011","AR","Bradley County",261.40255994,29,11094,0.00261402559942311
"05","013","05013","AR","Calhoun County",211.17296986,11,5209,0.00211172969859858
"05","015","05015","AR","Carroll County",336.59124863,93.5,27778.5,0.00336591248627536
"05","017","05017","AR","Chicot County",366.78138018,40.5,11042,0.00366781380184749
"05","019","05019","AR","Clark County",329.47836278,74.5,22611.5,0.00329478362780001
"05","021","05021","AR","Clay County",221.23893805,33,14916,0.00221238938053097
"05","023","05023","AR","Cleburne County",367.18504555,93.5,25464,0.00367185045554508
"05","025","05025","AR","Cleveland County",95.277794319,8,8396.5,0.000952777943190615
"05","027","05027","AR","Columbia County",316.84489192,76,23986.5,0.00316844891918371
"05","029","05029","AR","Conway County",210.99547189,44.5,21090.5,0.00210995471894929
"05","031","05031","AR","Craighead County",431.20608197,449.5,104242.5,0.00431206081972324
"05","033","05033","AR","Crawford County",380.19415898,234,61547.5,0.00380194158982899
"05","035","05035","AR","Crittenden County",1274.2625512,624,48969.5,0.0127426255117982
"05","037","05037","AR","Cross County",664.31748599,115,17311,0.00664317485991566
"05","039","05039","AR","Dallas County",597.36380754,46,7700.5,0.00597363807544965
"05","041","05041","AR","Desha County",730.14190661,62,8491.5,0.00730141906612495
"05","043","05043","AR","Drew County",361.86573717,68,18791.5,0.00361865737168401
"05","045","05045","AR","Faulkner County",361.23582836,440.5,121942.5,0.00361235828361728
"05","047","05047","AR","Franklin County",427.00227547,76,17798.5,0.00427002275472652
"05","049","05049","AR","Fulton County",183.62849914,22.5,12253,0.00183628499143067
"05","051","05051","AR","Garland County",644.64141821,512,79424,0.0064464141821112
"05","053","05053","AR","Grant County",254.38256926,46,18083,0.0025438256926395
"05","055","05055","AR","Greene County",379.01637852,166.5,43929.5,0.00379016378515576
"05","057","05057","AR","Hempstead County",628.47746266,139.5,22196.5,0.00628477462663032
"05","059","05059","AR","Hot Spring County",230.12552301,77,33460,0.00230125523012552
"05","061","05061","AR","Howard County",153.55230141,20.5,13350.5,0.00153552301411932
"05","063","05063","AR","Independence County",496.48940056,183.5,36959.5,0.00496489400560072
"05","065","05065","AR","Izard County",221.24723441,29.5,13333.5,0.0022124723440957
"05","067","05067","AR","Jackson County",692.10139285,120,17338.5,0.00692101392854053
"05","069","05069","AR","Jefferson County",1008.8679351,719,71268,0.0100886793511815
"05","071","05071","AR","Johnson County",243.57966206,63.5,26069.5,0.00243579662057193
"05","073","05073","AR","Lafayette County",178.27854239,12.5,7011.5,0.00178278542394637
"05","075","05075","AR","Lawrence County",226.87244395,38,16749.5,0.00226872443953551
"05","077","05077","AR","Lee County",293.51184346,28.5,9710,0.0029351184346035
"05","079","05079","AR","Lincoln County",154.85450879,21.5,13884,0.00154854508787093
"05","081","05081","AR","Little River County",144.27122991,18,12476.5,0.00144271229912235
"05","083","05083","AR","Logan County",379.99907317,82,21579,0.00379999073172992
"05","085","05085","AR","Lonoke County",340.31158036,244,71699,0.00340311580356769
"05","087","05087","AR","Madison County",187.53973299,29.5,15730,0.00187539732994278
"05","089","05089","AR","Marion County",342.15961284,55.5,16220.5,0.00342159612835609
"05","091","05091","AR","Miller County",537.36952462,234.5,43638.5,0.00537369524617024
"05","093","05093","AR","Mississippi County",987.16908698,432,43761.5,0.0098716908698285
"05","095","05095","AR","Monroe County",370.99494098,27.5,7412.5,0.00370994940978078
"05","097","05097","AR","Montgomery County",218.50759314,20,9153,0.00218507593138862
"05","099","05099","AR","Nevada County",194.30792091,17,8749,0.00194307920905246
"05","101","05101","AR","Newton County",316.07560528,25,7909.5,0.00316075605284784
"05","103","05103","AR","Ouachita County",619.67042308,113,18235.5,0.00619670423075868
"05","105","05105","AR","Perry County",518.59099804,53,10220,0.00518590998043053
"05","107","05107","AR","Phillips County",1191.9390514,145.5,12207,0.0119193905136397
"05","109","05109","AR","Pike County",141.74668496,15.5,10935,0.00141746684956561
"05","111","05111","AR","Poinsett County",347.70361568,79,22720.5,0.00347703615677472
"05","113","05113","AR","Polk County",296.81664152,60,20214.5,0.00296816641519701
"05","115","05115","AR","Pope County",372.43062489,235,63099,0.00372430624891044
"05","117","05117","AR","Prairie County",169.81017648,14,8244.5,0.00169810176481291
"05","119","05119","AR","Pulaski County",1059.6289012,4170,393534,0.010596289011877
"05","121","05121","AR","Randolph County",294.55502173,51.5,17484,0.00294555021734157
"05","123","05123","AR","St. Francis County",776.78775417,204,26262,0.00776787754169523
"05","125","05125","AR","Saline County",352.4580766,415,117744.5,0.00352458076598058
"05","127","05127","AR","Scott County",318.08172253,32.5,10217.5,0.00318081722534867
"05","129","05129","AR","Searcy County",126.76681245,10,7888.5,0.00126766812448501
"05","131","05131","AR","Sebastian County",635.56239012,808,127131.5,0.00635562390123612
"05","133","05133","AR","Sevier County",216.05738484,37.5,17356.5,0.00216057384841414
"05","135","05135","AR","Sharp County",,,,
"05","137","05137","AR","Stone County",239.33942319,30,12534.5,0.0023933942319199
"05","139","05139","AR","Union County",583.01047675,234,40136.5,0.00583010476748097
"05","141","05141","AR","Van Buren County",277.78607485,46.5,16739.5,0.00277786074852893
"05","143","05143","AR","Washington County",454.59715024,699.5,153872.5,0.00454597150238022
"05","145","05145","AR","White County",344.45365823,189,54869.5,0.00344453658225426
"05","147","05147","AR","Woodruff County",161.01880992,11,6831.5,0.00161018809924614
"05","149","05149","AR","Yell County",333.9936426,72.5,21707,0.00333993642603768
"06","001","06001","CA","Alameda County",628.78196249,10241.5,1628784,0.0062878196249472
"06","003","06003","CA","Alpine County",442.47787611,5,1130,0.00442477876106195
"06","005","06005","CA","Amador County",237.07073752,86.5,36487,0.00237070737522953
"06","007","06007","CA","Butte County",327.05730855,734,224425.5,0.00327057308550053
"06","009","06009","CA","Calaveras County",327.24573793,145.5,44462,0.00327245737933516
"06","011","06011","CA","Colusa County",200.95805585,43,21397.5,0.00200958055847646
"06","013","06013","CA","Contra Costa County",336.02779077,3772.5,1122675,0.00336027790767586
"06","015","06015","CA","Del Norte County",609.10920066,166.5,27335,0.00609109200658496
"06","017","06017","CA","El Dorado County",217.58394569,399,183377.5,0.00217583945685812
"06","019","06019","CA","Fresno County",541.77921571,5264,971613.5,0.00541779215706657
"06","021","06021","CA","Glenn County",408.14134579,114,27931.5,0.00408141345792385
"06","023","06023","CA","Humboldt County",432.13579506,583.5,135027,0.0043213579506321
"06","025","06025","CA","Imperial County",366.25347999,629.5,171875.5,0.00366253479989876
"06","027","06027","CA","Inyo County",600.45306913,110,18319.5,0.00600453069133983
"06","029","06029","CA","Kern County",545.33785309,4796.5,879546.5,0.0054533785308679
"06","031","06031","CA","Kings County",443.3772393,667.5,150549,0.00443377239304147
"06","033","06033","CA","Lake County",535.47314438,343,64055.5,0.00535473144382606
"06","035","06035","CA","Lassen County",586.92995433,182.5,31094,0.00586929954332025
"06","037","06037","CA","Los Angeles County",488.34611236,49548.5,10146185,0.00488346112356516
"06","039","06039","CA","Madera County",620.23550783,956,154135,0.00620235507834042
"06","041","06041","CA","Marin County",177.85725089,464.5,261164.5,0.00177857250889765
"06","043","06043","CA","Mariposa County",431.42857143,75.5,17500,0.00431428571428571
"06","045","06045","CA","Mendocino County",640.48580677,559,87277.5,0.00640485806765776
"06","047","06047","CA","Merced County",555.33866693,1486.5,267674.5,0.00555338666925688
"06","049","06049","CA","Modoc County",504.7955578,45,8914.5,0.00504795557799091
"06","051","06051","CA","Mono County",262.06203331,36.5,13928,0.00262062033314187
"06","053","06053","CA","Monterey County",420.63614456,1827.5,434461,0.00420636144556128
"06","055","06055","CA","Napa County",397.68136308,566,142325,0.00397681363077464
"06","057","06057","CA","Nevada County",264.19005426,260,98414,0.00264190054260573
"06","059","06059","CA","Orange County",213.58280579,6766,3167858,0.00213582805794957
"06","061","06061","CA","Placer County",161.99867528,609,375929,0.00161998675281769
"06","063","06063","CA","Plumas County",574.82224099,105.5,18353.5,0.00574822240989457
"06","065","06065","CA","Riverside County",291.24456001,6853.5,2353177,0.00291244560013973
"06","067","06067","CA","Sacramento County",508.24109624,7593,1493976,0.0050824109624251
"06","069","06069","CA","San Benito County",298.70306703,175.5,58754,0.00298703067025224
"06","071","06071","CA","San Bernardino County",441.88442142,9375,2121595.5,0.00441884421417749
"06","073","06073","CA","San Diego County",327.71883112,10772,3286964,0.00327718831115887
"06","075","06075","CA","San Francisco County",760.46400445,6545.5,860724.5,0.00760464004452063
"06","077","06077","CA","San Joaquin County",787.32183644,5675.5,720861.5,0.00787321836441536
"06","079","06079","CA","San Luis Obispo County",408.22505811,1146,280727.5,0.00408225058107952
"06","081","06081","CA","San Mateo County",209.11245996,1597.5,763943,0.00209112459961018
"06","083","06083","CA","Santa Barbara County",318.05052279,1410.5,443483,0.00318050522793433
"06","085","06085","CA","Santa Clara County",264.08835127,5049.5,1912049.5,0.00264088351269149
"06","087","06087","CA","Santa Cruz County",409.52586412,1120,273487,0.00409525864117856
"06","089","06089","CA","Shasta County",726.13674647,1304,179580.5,0.0072613674647303
"06","091","06091","CA","Sierra County",422.22597534,12.5,2960.5,0.00422225975342003
"06","093","06093","CA","Siskiyou County",343.55545308,149,43370,0.00343555453078165
"06","095","06095","CA","Solano County",476.30025821,2066,433760,0.00476300258207304
"06","097","06097","CA","Sonoma County",367.91949455,1844.5,501332.5,0.00367919494547032
"06","099","06099","CA","Stanislaus County",578.4520988,3096,535221.5,0.00578452098803953
"06","101","06101","CA","Sutter County",351.79749787,338,96078,0.00351797497866317
"06","103","06103","CA","Tehama County",540.13753282,340.5,63039.5,0.00540137532816726
"06","105","06105","CA","Trinity County",380.32936523,50,13146.5,0.00380329365230289
"06","107","06107","CA","Tulare County",381.80764333,1755.5,459786.5,0.00381807643330111
"06","109","06109","CA","Tuolumne County",316.15673143,169,53454.5,0.00316156731425792
"06","111","06111","CA","Ventura County",240.48967302,2041.5,848893,0.00240489673021217
"06","113","06113","CA","Yolo County",331.88943992,698,210311,0.00331889439924683
"06","115","06115","CA","Yuba County",413.7271153,307,74203.5,0.00413727115297796
"08","001","08001","CO","Adams County",372.42750473,1824.5,489894,0.00372427504725512
"08","003","08003","CO","Alamosa County",,,,
"08","005","08005","CO","Arapahoe County",329.9652518,2081.5,630824,0.00329965251797649
"08","007","08007","CO","Archuleta County",190.26029227,23.5,12351.5,0.00190260292272194
"08","009","08009","CO","Baca County",96.471885336,3.5,3628,0.000964718853362734
"08","011","08011","CO","Bent County",133.48758565,7.5,5618.5,0.00133487585654534
"08","013","08013","CO","Boulder County",242.3764358,697.5,287775.5,0.00242376435798044
"08","014","08014","CO","Broomfield County",50.922081381,32.5,63823,0.000509220813813202
"08","015","08015","CO","Chaffee County",61.134442613,11.5,18811,0.000611344426133645
"08","017","08017","CO","Cheyenne County",80.14961261,1.5,1871.5,0.000801496126102057
"08","019","08019","CO","Clear Creek County",562.54136334,51,9066,0.00562541363335539
"08","021","08021","CO","Conejos County",44.952478808,3.5,7786,0.000449524788081171
"08","023","08023","CO","Costilla County",226.24434389,8,3536,0.00226244343891403
"08","025","08025","CO","Crowley County",65.18904824,3.5,5369,0.000651890482398957
"08","027","08027","CO","Custer County",125.15644556,5.5,4394.5,0.00125156445556946
"08","029","08029","CO","Delta County",84.296945152,23,27284.5,0.000842969451520094
"08","031","08031","CO","Denver County",631.46154365,4308.5,682306,0.00631461543647572
"08","033","08033","CO","Dolores County",175.3507014,3.5,1996,0.00175350701402806
"08","035","08035","CO","Douglas County",113.61496356,365,321260.5,0.00113614963557611
"08","037","08037","CO","Eagle County",144.27581038,77,53370,0.00144275810380364
"08","039","08039","CO","Elbert County",4.2722262571,1,23407,4.27222625710258e-05
"08","041","08041","CO","El Paso County",399.61498249,2696.5,674774.5,0.00399614982486742
"08","043","08043","CO","Fremont County",225.26871339,105,46611,0.00225268713393834
"08","045","08045","CO","Garfield County",188.98070679,110,58207,0.00188980706787843
"08","047","08047","CO","Gilpin County",286.16265116,15.5,5416.5,0.00286162651158497
"08","049","08049","CO","Grand County",80.809635587,10.5,12993.5,0.000808096355870243
"08","051","08051","CO","Gunnison County",179.08196927,28.5,15914.5,0.00179081969273304
"08","053","08053","CO","Hinsdale County",254.61489497,2,785.5,0.00254614894971356
"08","055","08055","CO","Huerfano County",409.06487769,25,6111.5,0.00409064877689602
"08","057","08057","CO","Jackson County",0,0,1359.5,0
"08","059","08059","CO","Jefferson County",253.58037445,1433.5,565304,0.00253580374453391
"08","061","08061","CO","Kiowa County",,,,
"08","063","08063","CO","Kit Carson County",206.29533506,15.5,7513.5,0.00206295335063552
"08","065","08065","CO","Lake County",201.54517971,15,7442.5,0.00201545179711119
"08","067","08067","CO","La Plata County",174.58228218,95.5,54702,0.00174582282183467
"08","069","08069","CO","Larimer County",201.12825097,666,331132,0.00201128250969402
"08","071","08071","CO","Las Animas County",146.89423615,21,14296,0.00146894236149972
"08","073","08073","CO","Lincoln County",99.791345369,5.5,5511.5,0.000997913453687744
"08","075","08075","CO","Logan County",301.13036248,67,22249.5,0.00301130362480056
"08","077","08077","CO","Mesa County",347.93466523,515.5,148160,0.00347934665226782
"08","079","08079","CO","Mineral County",137.17421125,1,729,0.00137174211248285
"08","081","08081","CO","Moffat County",159.08738165,20.5,12886,0.00159087381654509
"08","083","08083","CO","Montezuma County",159.32125307,41.5,26048,0.00159321253071253
"08","085","08085","CO","Montrose County",134.4240888,52.5,39055.5,0.00134424088796712
"08","087","08087","CO","Morgan County",202.82873649,56,27609.5,0.0020282873648563
"08","089","08089","CO","Otero County",157.71125007,28.5,18071,0.00157711250069172
"08","091","08091","CO","Ouray County",81.632653061,3,3675,0.000816326530612245
"08","093","08093","CO","Park County",112.33150275,18,16024,0.00112331502745881
"08","095","08095","CO","Phillips County",161.27174289,7,4340.5,0.00161271742886764
"08","097","08097","CO","Pitkin County",62.071495077,11,17721.5,0.000620714950766019
"08","099","08099","CO","Prowers County",56.942975677,7,12293,0.000569429756772147
"08","101","08101","CO","Pueblo County",629.90730185,1030.5,163595.5,0.00629907301851212
"08","103","08103","CO","Rio Blanco County",96.740586397,6.5,6719,0.000967405863967852
"08","105","08105","CO","Rio Grande County",200.85582045,23,11451,0.00200855820452362
"08","107","08107","CO","Routt County",159.39811273,37.5,23526,0.00159398112726345
"08","109","08109","CO","Saguache County",175.50857599,11,6267.5,0.00175508575987236
"08","111","08111","CO","San Juan County",71.83908046,0.5,696,0.000718390804597701
"08","113","08113","CO","San Miguel County",114.0034201,9,7894.5,0.00114003420102603
"08","115","08115","CO","Sedgwick County",337.55274262,8,2370,0.00337552742616034
"08","117","08117","CO","Summit County",175.97667052,52.5,29833.5,0.00175976670521394
"08","119","08119","CO","Teller County",242.00111363,56.5,23347,0.00242001113633443
"08","121","08121","CO","Washington County",133.95157135,6.5,4852.5,0.00133951571354972
"08","123","08123","CO","Weld County",272.7775432,772,283014.5,0.00272777543200083
"08","125","08125","CO","Yuma County",4.9002793159,0.5,10203.5,4.90027931592101e-05
"09","001","09001","CT","Fairfield County",238.13702459,2218.5,931606.5,0.00238137024591391
"09","003","09003","CT","Hartford County",270.04471382,2360.5,874114.5,0.00270044713821816
"09","005","09005","CT","Litchfield County",106.29585098,122,114774,0.00106295850976702
"09","007","09007","CT","Middlesex County",109.74528775,117,106610.5,0.00109745287753082
"09","009","09009","CT","New Haven County",328.67014478,2650,806279.5,0.00328670144782299
"09","011","09011","CT","New London County",283.15892622,432,152564.5,0.00283158926224646
"09","013","09013","CT","Tolland County",,,,
"09","015","09015","CT","Windham County",,,,
"10","001","10001","DE","Kent County",448.14599062,777,173381,0.0044814599062181
"10","003","10003","DE","New Castle County",551.25136937,3067,556370.5,0.00551251369366277
"10","005","10005","DE","Sussex County",406.1413998,869.5,214088,0.00406141399798214
"11","001","11001","DC","District of Columbia",1226.4348766,8217.5,670031.5,0.0122643487656924
"12","001","12001","FL","Alachua County",560.54092488,1454.5,259481.5,0.00560540924882891
"12","003","12003","FL","Baker County",465.69388389,127.5,27378.5,0.00465693883886992
"12","005","12005","FL","Bay County",496.91120437,900.5,181219.5,0.00496911204368183
"12","007","12007","FL","Bradford County",454.08105347,120,26427,0.00454081053468044
"12","009","12009","FL","Brevard County",496.31520878,2807,565568,0.00496315208781261
"12","011","12011","FL","Broward County",397.77519133,7570,1903085,0.00397775191334071
"12","013","12013","FL","Calhoun County",173.97355602,25,14370,0.00173973556019485
"12","015","12015","FL","Charlotte County",199.69027631,343,171766,0.00199690276306137
"12","017","12017","FL","Citrus County",296.26859769,412,139063,0.00296268597685941
"12","019","12019","FL","Clay County",268.32354404,545,203113,0.00268323544037063
"12","021","12021","FL","Collier County",261.45589652,931,356083,0.00261455896518508
"12","023","12023","FL","Columbia County",570.55497443,390,68354.5,0.00570554974434748
"12","027","12027","FL","DeSoto County",440.77918385,155,35165,0.00440779183847576
"12","029","12029","FL","Dixie County",499.22816698,76,15223.5,0.00499228166978684
"12","031","12031","FL","Duval County",654.10290188,5961,911324.5,0.00654102901875238
"12","033","12033","FL","Escambia County",659.72144383,2060,312253,0.00659721443829203
"12","035","12035","FL","Flagler County",242.67206787,254,104668,0.00242672067871747
"12","037","12037","FL","Franklin County",267.65230691,31.5,11769,0.00267652306907979
"12","039","12039","FL","Gadsden County",361.3650505,151,41786,0.00361365050495381
"12","041","12041","FL","Gilchrist County",322.52389609,55,17053,0.00322523896088665
"12","043","12043","FL","Glades County",233.54254853,32,13702,0.00233542548533061
"12","045","12045","FL","Gulf County",392.16916609,62.5,15937,0.00392169166091485
"12","047","12047","FL","Hamilton County",331.69232918,47.5,14320.5,0.0033169232917845
"12","049","12049","FL","Hardee County",269.38096616,74.5,27656,0.00269380966155626
"12","051","12051","FL","Hendry County",559.98642457,214.5,38304.5,0.00559986424571525
"12","053","12053","FL","Hernando County",257.5032574,458.5,178056,0.00257503257402166
"12","055","12055","FL","Highlands County",318.26592651,301,94575,0.00318265926513349
"12","057","12057","FL","Hillsborough County",311.50704576,4194.5,1346518.5,0.00311507045762832
"12","059","12059","FL","Holmes County",335.32144133,61,18191.5,0.0033532144133249
"12","061","12061","FL","Indian River County",255.15837827,375.5,147163.5,0.0025515837826635
"12","063","12063","FL","Jackson County",359.68495065,166,46151.5,0.00359684950651658
"12","065","12065","FL","Jefferson County",873.79675345,123,14076.5,0.00873796753454339
"12","067","12067","FL","Lafayette County",199.11252702,17.5,8789,0.00199112527022414
"12","069","12069","FL","Lake County",306.3644643,952,310741,0.00306364464296633
"12","071","12071","FL","Lee County",347.84984732,2431.5,699008.5,0.00347849847319453
"12","073","12073","FL","Leon County",739.04143923,2123,287264,0.00739041439233597
"12","075","12075","FL","Levy County",1075.9850387,420,39034,0.0107598503868422
"12","077","12077","FL","Liberty County",53.683268715,4.5,8382.5,0.00053683268714584
"12","079","12079","FL","Madison County",872.24217547,161.5,18515.5,0.00872242175474602
